,comparison,doi,metric,score_earned,score_total
313,http://orkg.org/orkg/resource/R144251,10.48366/r144251,FsF-R1-01MD,0,4
314,http://orkg.org/orkg/resource/R144251,10.48366/r144251,FsF-R1.1-01M,0,2
315,http://orkg.org/orkg/resource/R144251,10.48366/r144251,FsF-R1.2-01M,0,2
316,http://orkg.org/orkg/resource/R144251,10.48366/r144251,FsF-R1.3-01M,0,1
317,http://orkg.org/orkg/resource/R144251,10.48366/r144251,FsF-R1.3-02D,0,1
318,http://orkg.org/orkg/resource/R144251,10.48366/r144251,FsF-A1-03D,0,1
319,http://orkg.org/orkg/resource/R144251,10.48366/r144251,FsF-A1-02M,0,1
320,http://orkg.org/orkg/resource/R144512,10.48366/r144512,FsF-F1-01D,1,1
321,http://orkg.org/orkg/resource/R144512,10.48366/r144512,FsF-F1-02D,0,1
322,http://orkg.org/orkg/resource/R144512,10.48366/r144512,FsF-F2-01M,0,2
323,http://orkg.org/orkg/resource/R144512,10.48366/r144512,FsF-F3-01M,0,1
324,http://orkg.org/orkg/resource/R144512,10.48366/r144512,FsF-F4-01M,0,2
325,http://orkg.org/orkg/resource/R144512,10.48366/r144512,FsF-A1-01M,0,1
326,http://orkg.org/orkg/resource/R144512,10.48366/r144512,FsF-I1-01M,0,2
327,http://orkg.org/orkg/resource/R144512,10.48366/r144512,FsF-I2-01M,0,1
328,http://orkg.org/orkg/resource/R144512,10.48366/r144512,FsF-I3-01M,0,1
329,http://orkg.org/orkg/resource/R144512,10.48366/r144512,FsF-R1-01MD,0,4
330,http://orkg.org/orkg/resource/R144512,10.48366/r144512,FsF-R1.1-01M,0,2
331,http://orkg.org/orkg/resource/R144512,10.48366/r144512,FsF-R1.2-01M,0,2
332,http://orkg.org/orkg/resource/R144512,10.48366/r144512,FsF-R1.3-01M,0,1
333,http://orkg.org/orkg/resource/R144512,10.48366/r144512,FsF-R1.3-02D,0,1
334,http://orkg.org/orkg/resource/R144512,10.48366/r144512,FsF-A1-03D,0,1
335,http://orkg.org/orkg/resource/R144512,10.48366/r144512,FsF-A1-02M,0,1
336,http://orkg.org/orkg/resource/R145951,10.48366/r145951,FsF-F1-01D,1,1
337,http://orkg.org/orkg/resource/R145951,10.48366/r145951,FsF-F1-02D,0,1
338,http://orkg.org/orkg/resource/R145951,10.48366/r145951,FsF-F2-01M,0,2
339,http://orkg.org/orkg/resource/R145951,10.48366/r145951,FsF-F3-01M,0,1
340,http://orkg.org/orkg/resource/R145951,10.48366/r145951,FsF-F4-01M,0,2
341,http://orkg.org/orkg/resource/R145951,10.48366/r145951,FsF-A1-01M,0,1
342,http://orkg.org/orkg/resource/R145951,10.48366/r145951,FsF-I1-01M,0,2
343,http://orkg.org/orkg/resource/R145951,10.48366/r145951,FsF-I2-01M,0,1
344,http://orkg.org/orkg/resource/R145951,10.48366/r145951,FsF-I3-01M,0,1
345,http://orkg.org/orkg/resource/R145951,10.48366/r145951,FsF-R1-01MD,0,4
346,http://orkg.org/orkg/resource/R145951,10.48366/r145951,FsF-R1.1-01M,0,2
347,http://orkg.org/orkg/resource/R145951,10.48366/r145951,FsF-R1.2-01M,0,2
348,http://orkg.org/orkg/resource/R145951,10.48366/r145951,FsF-R1.3-01M,0,1
349,http://orkg.org/orkg/resource/R145951,10.48366/r145951,FsF-R1.3-02D,0,1
350,http://orkg.org/orkg/resource/R145951,10.48366/r145951,FsF-A1-03D,0,1
351,http://orkg.org/orkg/resource/R145951,10.48366/r145951,FsF-A1-02M,0,1
352,http://orkg.org/orkg/resource/R146851,10.48366/r146851,FsF-F1-01D,1,1
353,http://orkg.org/orkg/resource/R146851,10.48366/r146851,FsF-F1-02D,0,1
354,http://orkg.org/orkg/resource/R146851,10.48366/r146851,FsF-F2-01M,0,2
355,http://orkg.org/orkg/resource/R146851,10.48366/r146851,FsF-F3-01M,0,1
356,http://orkg.org/orkg/resource/R146851,10.48366/r146851,FsF-F4-01M,0,2
357,http://orkg.org/orkg/resource/R146851,10.48366/r146851,FsF-A1-01M,0,1
358,http://orkg.org/orkg/resource/R146851,10.48366/r146851,FsF-I1-01M,0,2
359,http://orkg.org/orkg/resource/R146851,10.48366/r146851,FsF-I2-01M,0,1
360,http://orkg.org/orkg/resource/R146851,10.48366/r146851,FsF-I3-01M,0,1
361,http://orkg.org/orkg/resource/R146851,10.48366/r146851,FsF-R1-01MD,0,4
362,http://orkg.org/orkg/resource/R146851,10.48366/r146851,FsF-R1.1-01M,0,2
363,http://orkg.org/orkg/resource/R146851,10.48366/r146851,FsF-R1.2-01M,0,2
364,http://orkg.org/orkg/resource/R146851,10.48366/r146851,FsF-R1.3-01M,0,1
365,http://orkg.org/orkg/resource/R146851,10.48366/r146851,FsF-R1.3-02D,0,1
366,http://orkg.org/orkg/resource/R146851,10.48366/r146851,FsF-A1-03D,0,1
367,http://orkg.org/orkg/resource/R146851,10.48366/r146851,FsF-A1-02M,0,1
368,http://orkg.org/orkg/resource/R147040,10.48366/r147040,FsF-F1-01D,1,1
369,http://orkg.org/orkg/resource/R147040,10.48366/r147040,FsF-F1-02D,0,1
370,http://orkg.org/orkg/resource/R147040,10.48366/r147040,FsF-F2-01M,0,2
371,http://orkg.org/orkg/resource/R147040,10.48366/r147040,FsF-F3-01M,0,1
372,http://orkg.org/orkg/resource/R147040,10.48366/r147040,FsF-F4-01M,0,2
373,http://orkg.org/orkg/resource/R147040,10.48366/r147040,FsF-A1-01M,0,1
374,http://orkg.org/orkg/resource/R147040,10.48366/r147040,FsF-I1-01M,0,2
375,http://orkg.org/orkg/resource/R147040,10.48366/r147040,FsF-I2-01M,0,1
376,http://orkg.org/orkg/resource/R147040,10.48366/r147040,FsF-I3-01M,0,1
377,http://orkg.org/orkg/resource/R147040,10.48366/r147040,FsF-R1-01MD,0,4
378,http://orkg.org/orkg/resource/R147040,10.48366/r147040,FsF-R1.1-01M,0,2
379,http://orkg.org/orkg/resource/R147040,10.48366/r147040,FsF-R1.2-01M,0,2
380,http://orkg.org/orkg/resource/R147040,10.48366/r147040,FsF-R1.3-01M,0,1
381,http://orkg.org/orkg/resource/R147040,10.48366/r147040,FsF-R1.3-02D,0,1
382,http://orkg.org/orkg/resource/R147040,10.48366/r147040,FsF-A1-03D,0,1
383,http://orkg.org/orkg/resource/R147040,10.48366/r147040,FsF-A1-02M,0,1
384,http://orkg.org/orkg/resource/R147152,10.48366/r147152,FsF-F1-01D,1,1
385,http://orkg.org/orkg/resource/R147152,10.48366/r147152,FsF-F1-02D,0,1
386,http://orkg.org/orkg/resource/R147152,10.48366/r147152,FsF-F2-01M,0,2
387,http://orkg.org/orkg/resource/R147152,10.48366/r147152,FsF-F3-01M,0,1
388,http://orkg.org/orkg/resource/R147152,10.48366/r147152,FsF-F4-01M,0,2
389,http://orkg.org/orkg/resource/R147152,10.48366/r147152,FsF-A1-01M,0,1
390,http://orkg.org/orkg/resource/R147152,10.48366/r147152,FsF-I1-01M,0,2
391,http://orkg.org/orkg/resource/R147152,10.48366/r147152,FsF-I2-01M,0,1
392,http://orkg.org/orkg/resource/R147152,10.48366/r147152,FsF-I3-01M,0,1
393,http://orkg.org/orkg/resource/R147152,10.48366/r147152,FsF-R1-01MD,0,4
394,http://orkg.org/orkg/resource/R147152,10.48366/r147152,FsF-R1.1-01M,0,2
395,http://orkg.org/orkg/resource/R147152,10.48366/r147152,FsF-R1.2-01M,0,2
396,http://orkg.org/orkg/resource/R147152,10.48366/r147152,FsF-R1.3-01M,0,1
397,http://orkg.org/orkg/resource/R147152,10.48366/r147152,FsF-R1.3-02D,0,1
398,http://orkg.org/orkg/resource/R147152,10.48366/r147152,FsF-A1-03D,0,1
399,http://orkg.org/orkg/resource/R147152,10.48366/r147152,FsF-A1-02M,0,1
400,http://orkg.org/orkg/resource/R147167,10.48366/r147167,FsF-F1-01D,1,1
401,http://orkg.org/orkg/resource/R147167,10.48366/r147167,FsF-F1-02D,0,1
402,http://orkg.org/orkg/resource/R147167,10.48366/r147167,FsF-F2-01M,0,2
403,http://orkg.org/orkg/resource/R147167,10.48366/r147167,FsF-F3-01M,0,1
404,http://orkg.org/orkg/resource/R147167,10.48366/r147167,FsF-F4-01M,0,2
405,http://orkg.org/orkg/resource/R147167,10.48366/r147167,FsF-A1-01M,0,1
406,http://orkg.org/orkg/resource/R147167,10.48366/r147167,FsF-I1-01M,0,2
407,http://orkg.org/orkg/resource/R147167,10.48366/r147167,FsF-I2-01M,0,1
408,http://orkg.org/orkg/resource/R147167,10.48366/r147167,FsF-I3-01M,0,1
409,http://orkg.org/orkg/resource/R147167,10.48366/r147167,FsF-R1-01MD,0,4
410,http://orkg.org/orkg/resource/R147167,10.48366/r147167,FsF-R1.1-01M,0,2
411,http://orkg.org/orkg/resource/R147167,10.48366/r147167,FsF-R1.2-01M,0,2
412,http://orkg.org/orkg/resource/R147167,10.48366/r147167,FsF-R1.3-01M,0,1
413,http://orkg.org/orkg/resource/R147167,10.48366/r147167,FsF-R1.3-02D,0,1
414,http://orkg.org/orkg/resource/R147167,10.48366/r147167,FsF-A1-03D,0,1
415,http://orkg.org/orkg/resource/R147167,10.48366/r147167,FsF-A1-02M,0,1
416,http://orkg.org/orkg/resource/R147183,10.48366/r147183,FsF-F1-01D,1,1
417,http://orkg.org/orkg/resource/R147183,10.48366/r147183,FsF-F1-02D,0,1
418,http://orkg.org/orkg/resource/R147183,10.48366/r147183,FsF-F2-01M,0,2
419,http://orkg.org/orkg/resource/R147183,10.48366/r147183,FsF-F3-01M,0,1
420,http://orkg.org/orkg/resource/R147183,10.48366/r147183,FsF-F4-01M,0,2
421,http://orkg.org/orkg/resource/R147183,10.48366/r147183,FsF-A1-01M,0,1
422,http://orkg.org/orkg/resource/R147183,10.48366/r147183,FsF-I1-01M,0,2
423,http://orkg.org/orkg/resource/R147183,10.48366/r147183,FsF-I2-01M,0,1
424,http://orkg.org/orkg/resource/R147183,10.48366/r147183,FsF-I3-01M,0,1
425,http://orkg.org/orkg/resource/R147183,10.48366/r147183,FsF-R1-01MD,0,4
426,http://orkg.org/orkg/resource/R147183,10.48366/r147183,FsF-R1.1-01M,0,2
427,http://orkg.org/orkg/resource/R147183,10.48366/r147183,FsF-R1.2-01M,0,2
428,http://orkg.org/orkg/resource/R147183,10.48366/r147183,FsF-R1.3-01M,0,1
429,http://orkg.org/orkg/resource/R147183,10.48366/r147183,FsF-R1.3-02D,0,1
430,http://orkg.org/orkg/resource/R147183,10.48366/r147183,FsF-A1-03D,0,1
431,http://orkg.org/orkg/resource/R147183,10.48366/r147183,FsF-A1-02M,0,1
432,http://orkg.org/orkg/resource/R147196,10.48366/r147196,FsF-F1-01D,1,1
433,http://orkg.org/orkg/resource/R147196,10.48366/r147196,FsF-F1-02D,0,1
434,http://orkg.org/orkg/resource/R147196,10.48366/r147196,FsF-F2-01M,0,2
435,http://orkg.org/orkg/resource/R147196,10.48366/r147196,FsF-F3-01M,0,1
436,http://orkg.org/orkg/resource/R147196,10.48366/r147196,FsF-F4-01M,0,2
437,http://orkg.org/orkg/resource/R147196,10.48366/r147196,FsF-A1-01M,0,1
438,http://orkg.org/orkg/resource/R147196,10.48366/r147196,FsF-I1-01M,0,2
439,http://orkg.org/orkg/resource/R147196,10.48366/r147196,FsF-I2-01M,0,1
440,http://orkg.org/orkg/resource/R147196,10.48366/r147196,FsF-I3-01M,0,1
441,http://orkg.org/orkg/resource/R147196,10.48366/r147196,FsF-R1-01MD,0,4
442,http://orkg.org/orkg/resource/R147196,10.48366/r147196,FsF-R1.1-01M,0,2
443,http://orkg.org/orkg/resource/R147196,10.48366/r147196,FsF-R1.2-01M,0,2
444,http://orkg.org/orkg/resource/R147196,10.48366/r147196,FsF-R1.3-01M,0,1
445,http://orkg.org/orkg/resource/R147196,10.48366/r147196,FsF-R1.3-02D,0,1
446,http://orkg.org/orkg/resource/R147196,10.48366/r147196,FsF-A1-03D,0,1
447,http://orkg.org/orkg/resource/R147196,10.48366/r147196,FsF-A1-02M,0,1
448,http://orkg.org/orkg/resource/R147317,10.48366/r147317,FsF-F1-01D,1,1
449,http://orkg.org/orkg/resource/R147317,10.48366/r147317,FsF-F1-02D,0,1
450,http://orkg.org/orkg/resource/R147317,10.48366/r147317,FsF-F2-01M,0,2
451,http://orkg.org/orkg/resource/R147317,10.48366/r147317,FsF-F3-01M,0,1
452,http://orkg.org/orkg/resource/R147317,10.48366/r147317,FsF-F4-01M,0,2
453,http://orkg.org/orkg/resource/R147317,10.48366/r147317,FsF-A1-01M,0,1
454,http://orkg.org/orkg/resource/R147317,10.48366/r147317,FsF-I1-01M,0,2
455,http://orkg.org/orkg/resource/R147317,10.48366/r147317,FsF-I2-01M,0,1
456,http://orkg.org/orkg/resource/R147317,10.48366/r147317,FsF-I3-01M,0,1
457,http://orkg.org/orkg/resource/R147317,10.48366/r147317,FsF-R1-01MD,0,4
458,http://orkg.org/orkg/resource/R147317,10.48366/r147317,FsF-R1.1-01M,0,2
459,http://orkg.org/orkg/resource/R147317,10.48366/r147317,FsF-R1.2-01M,0,2
460,http://orkg.org/orkg/resource/R147317,10.48366/r147317,FsF-R1.3-01M,0,1
461,http://orkg.org/orkg/resource/R147317,10.48366/r147317,FsF-R1.3-02D,0,1
462,http://orkg.org/orkg/resource/R147317,10.48366/r147317,FsF-A1-03D,0,1
463,http://orkg.org/orkg/resource/R147317,10.48366/r147317,FsF-A1-02M,0,1
464,http://orkg.org/orkg/resource/R147365,10.48366/r147365,FsF-F1-01D,1,1
465,http://orkg.org/orkg/resource/R147365,10.48366/r147365,FsF-F1-02D,0,1
466,http://orkg.org/orkg/resource/R147365,10.48366/r147365,FsF-F2-01M,0,2
467,http://orkg.org/orkg/resource/R147365,10.48366/r147365,FsF-F3-01M,0,1
468,http://orkg.org/orkg/resource/R147365,10.48366/r147365,FsF-F4-01M,0,2
469,http://orkg.org/orkg/resource/R147365,10.48366/r147365,FsF-A1-01M,0,1
470,http://orkg.org/orkg/resource/R147365,10.48366/r147365,FsF-I1-01M,0,2
471,http://orkg.org/orkg/resource/R147365,10.48366/r147365,FsF-I2-01M,0,1
472,http://orkg.org/orkg/resource/R147365,10.48366/r147365,FsF-I3-01M,0,1
473,http://orkg.org/orkg/resource/R147365,10.48366/r147365,FsF-R1-01MD,0,4
474,http://orkg.org/orkg/resource/R147365,10.48366/r147365,FsF-R1.1-01M,0,2
475,http://orkg.org/orkg/resource/R147365,10.48366/r147365,FsF-R1.2-01M,0,2
476,http://orkg.org/orkg/resource/R147365,10.48366/r147365,FsF-R1.3-01M,0,1
477,http://orkg.org/orkg/resource/R147365,10.48366/r147365,FsF-R1.3-02D,0,1
478,http://orkg.org/orkg/resource/R147365,10.48366/r147365,FsF-A1-03D,0,1
479,http://orkg.org/orkg/resource/R147365,10.48366/r147365,FsF-A1-02M,0,1
480,http://orkg.org/orkg/resource/R147449,10.48366/r147449,FsF-F1-01D,1,1
481,http://orkg.org/orkg/resource/R147449,10.48366/r147449,FsF-F1-02D,0,1
482,http://orkg.org/orkg/resource/R147449,10.48366/r147449,FsF-F2-01M,0,2
483,http://orkg.org/orkg/resource/R147449,10.48366/r147449,FsF-F3-01M,0,1
484,http://orkg.org/orkg/resource/R147449,10.48366/r147449,FsF-F4-01M,0,2
485,http://orkg.org/orkg/resource/R147449,10.48366/r147449,FsF-A1-01M,0,1
486,http://orkg.org/orkg/resource/R147449,10.48366/r147449,FsF-I1-01M,0,2
487,http://orkg.org/orkg/resource/R147449,10.48366/r147449,FsF-I2-01M,0,1
488,http://orkg.org/orkg/resource/R147449,10.48366/r147449,FsF-I3-01M,0,1
489,http://orkg.org/orkg/resource/R147449,10.48366/r147449,FsF-R1-01MD,0,4
490,http://orkg.org/orkg/resource/R147449,10.48366/r147449,FsF-R1.1-01M,0,2
491,http://orkg.org/orkg/resource/R147449,10.48366/r147449,FsF-R1.2-01M,0,2
492,http://orkg.org/orkg/resource/R147449,10.48366/r147449,FsF-R1.3-01M,0,1
493,http://orkg.org/orkg/resource/R147449,10.48366/r147449,FsF-R1.3-02D,0,1
494,http://orkg.org/orkg/resource/R147449,10.48366/r147449,FsF-A1-03D,0,1
495,http://orkg.org/orkg/resource/R147449,10.48366/r147449,FsF-A1-02M,0,1
496,http://orkg.org/orkg/resource/R147507,10.48366/r147507,FsF-F1-01D,1,1
497,http://orkg.org/orkg/resource/R147507,10.48366/r147507,FsF-F1-02D,0,1
498,http://orkg.org/orkg/resource/R147507,10.48366/r147507,FsF-F2-01M,0,2
499,http://orkg.org/orkg/resource/R147507,10.48366/r147507,FsF-F3-01M,0,1
500,http://orkg.org/orkg/resource/R147507,10.48366/r147507,FsF-F4-01M,0,2
501,http://orkg.org/orkg/resource/R147507,10.48366/r147507,FsF-A1-01M,0,1
502,http://orkg.org/orkg/resource/R147507,10.48366/r147507,FsF-I1-01M,0,2
503,http://orkg.org/orkg/resource/R147507,10.48366/r147507,FsF-I2-01M,0,1
504,http://orkg.org/orkg/resource/R147507,10.48366/r147507,FsF-I3-01M,0,1
505,http://orkg.org/orkg/resource/R147507,10.48366/r147507,FsF-R1-01MD,0,4
506,http://orkg.org/orkg/resource/R147507,10.48366/r147507,FsF-R1.1-01M,0,2
507,http://orkg.org/orkg/resource/R147507,10.48366/r147507,FsF-R1.2-01M,0,2
508,http://orkg.org/orkg/resource/R147507,10.48366/r147507,FsF-R1.3-01M,0,1
509,http://orkg.org/orkg/resource/R147507,10.48366/r147507,FsF-R1.3-02D,0,1
510,http://orkg.org/orkg/resource/R147507,10.48366/r147507,FsF-A1-03D,0,1
511,http://orkg.org/orkg/resource/R147507,10.48366/r147507,FsF-A1-02M,0,1
512,http://orkg.org/orkg/resource/R148381,10.48366/r148381,FsF-F1-01D,1,1
513,http://orkg.org/orkg/resource/R148381,10.48366/r148381,FsF-F1-02D,0,1
514,http://orkg.org/orkg/resource/R148381,10.48366/r148381,FsF-F2-01M,0,2
515,http://orkg.org/orkg/resource/R148381,10.48366/r148381,FsF-F3-01M,0,1
516,http://orkg.org/orkg/resource/R148381,10.48366/r148381,FsF-F4-01M,0,2
517,http://orkg.org/orkg/resource/R148381,10.48366/r148381,FsF-A1-01M,0,1
518,http://orkg.org/orkg/resource/R148381,10.48366/r148381,FsF-I1-01M,0,2
519,http://orkg.org/orkg/resource/R148381,10.48366/r148381,FsF-I2-01M,0,1
520,http://orkg.org/orkg/resource/R148381,10.48366/r148381,FsF-I3-01M,0,1
521,http://orkg.org/orkg/resource/R148381,10.48366/r148381,FsF-R1-01MD,0,4
522,http://orkg.org/orkg/resource/R148381,10.48366/r148381,FsF-R1.1-01M,0,2
523,http://orkg.org/orkg/resource/R148381,10.48366/r148381,FsF-R1.2-01M,0,2
524,http://orkg.org/orkg/resource/R148381,10.48366/r148381,FsF-R1.3-01M,0,1
525,http://orkg.org/orkg/resource/R148381,10.48366/r148381,FsF-R1.3-02D,0,1
526,http://orkg.org/orkg/resource/R148381,10.48366/r148381,FsF-A1-03D,0,1
527,http://orkg.org/orkg/resource/R148381,10.48366/r148381,FsF-A1-02M,0,1
528,http://orkg.org/orkg/resource/R148382,10.48366/r148382,FsF-F1-01D,1,1
529,http://orkg.org/orkg/resource/R148382,10.48366/r148382,FsF-F1-02D,0,1
530,http://orkg.org/orkg/resource/R148382,10.48366/r148382,FsF-F2-01M,0,2
531,http://orkg.org/orkg/resource/R148382,10.48366/r148382,FsF-F3-01M,0,1
532,http://orkg.org/orkg/resource/R148382,10.48366/r148382,FsF-F4-01M,0,2
533,http://orkg.org/orkg/resource/R148382,10.48366/r148382,FsF-A1-01M,0,1
534,http://orkg.org/orkg/resource/R148382,10.48366/r148382,FsF-I1-01M,0,2
535,http://orkg.org/orkg/resource/R148382,10.48366/r148382,FsF-I2-01M,0,1
536,http://orkg.org/orkg/resource/R148382,10.48366/r148382,FsF-I3-01M,0,1
537,http://orkg.org/orkg/resource/R148382,10.48366/r148382,FsF-R1-01MD,0,4
538,http://orkg.org/orkg/resource/R148382,10.48366/r148382,FsF-R1.1-01M,0,2
539,http://orkg.org/orkg/resource/R148382,10.48366/r148382,FsF-R1.2-01M,0,2
540,http://orkg.org/orkg/resource/R148382,10.48366/r148382,FsF-R1.3-01M,0,1
541,http://orkg.org/orkg/resource/R148382,10.48366/r148382,FsF-R1.3-02D,0,1
542,http://orkg.org/orkg/resource/R148382,10.48366/r148382,FsF-A1-03D,0,1
543,http://orkg.org/orkg/resource/R148382,10.48366/r148382,FsF-A1-02M,0,1
544,http://orkg.org/orkg/resource/R149849,10.48366/r149849,FsF-F1-01D,1,1
545,http://orkg.org/orkg/resource/R149849,10.48366/r149849,FsF-F1-02D,0,1
546,http://orkg.org/orkg/resource/R149849,10.48366/r149849,FsF-F2-01M,0,2
547,http://orkg.org/orkg/resource/R149849,10.48366/r149849,FsF-F3-01M,0,1
548,http://orkg.org/orkg/resource/R149849,10.48366/r149849,FsF-F4-01M,0,2
549,http://orkg.org/orkg/resource/R149849,10.48366/r149849,FsF-A1-01M,0,1
550,http://orkg.org/orkg/resource/R149849,10.48366/r149849,FsF-I1-01M,0,2
551,http://orkg.org/orkg/resource/R149849,10.48366/r149849,FsF-I2-01M,0,1
552,http://orkg.org/orkg/resource/R149849,10.48366/r149849,FsF-I3-01M,0,1
553,http://orkg.org/orkg/resource/R149849,10.48366/r149849,FsF-R1-01MD,0,4
554,http://orkg.org/orkg/resource/R149849,10.48366/r149849,FsF-R1.1-01M,0,2
555,http://orkg.org/orkg/resource/R149849,10.48366/r149849,FsF-R1.2-01M,0,2
556,http://orkg.org/orkg/resource/R149849,10.48366/r149849,FsF-R1.3-01M,0,1
557,http://orkg.org/orkg/resource/R149849,10.48366/r149849,FsF-R1.3-02D,0,1
558,http://orkg.org/orkg/resource/R149849,10.48366/r149849,FsF-A1-03D,0,1
559,http://orkg.org/orkg/resource/R149849,10.48366/r149849,FsF-A1-02M,0,1
560,http://orkg.org/orkg/resource/R150337,10.48366/r150337,FsF-F1-01D,1,1
561,http://orkg.org/orkg/resource/R150337,10.48366/r150337,FsF-F1-02D,0,1
562,http://orkg.org/orkg/resource/R150337,10.48366/r150337,FsF-F2-01M,0,2
563,http://orkg.org/orkg/resource/R150337,10.48366/r150337,FsF-F3-01M,0,1
564,http://orkg.org/orkg/resource/R150337,10.48366/r150337,FsF-F4-01M,0,2
565,http://orkg.org/orkg/resource/R150337,10.48366/r150337,FsF-A1-01M,0,1
566,http://orkg.org/orkg/resource/R150337,10.48366/r150337,FsF-I1-01M,0,2
567,http://orkg.org/orkg/resource/R150337,10.48366/r150337,FsF-I2-01M,0,1
568,http://orkg.org/orkg/resource/R150337,10.48366/r150337,FsF-I3-01M,0,1
569,http://orkg.org/orkg/resource/R150337,10.48366/r150337,FsF-R1-01MD,0,4
570,http://orkg.org/orkg/resource/R150337,10.48366/r150337,FsF-R1.1-01M,0,2
571,http://orkg.org/orkg/resource/R150337,10.48366/r150337,FsF-R1.2-01M,0,2
572,http://orkg.org/orkg/resource/R150337,10.48366/r150337,FsF-R1.3-01M,0,1
573,http://orkg.org/orkg/resource/R150337,10.48366/r150337,FsF-R1.3-02D,0,1
574,http://orkg.org/orkg/resource/R150337,10.48366/r150337,FsF-A1-03D,0,1
575,http://orkg.org/orkg/resource/R150337,10.48366/r150337,FsF-A1-02M,0,1
576,http://orkg.org/orkg/resource/R151005,10.48366/r151005,FsF-F1-01D,1,1
577,http://orkg.org/orkg/resource/R151005,10.48366/r151005,FsF-F1-02D,0,1
578,http://orkg.org/orkg/resource/R151005,10.48366/r151005,FsF-F2-01M,0,2
579,http://orkg.org/orkg/resource/R151005,10.48366/r151005,FsF-F3-01M,0,1
580,http://orkg.org/orkg/resource/R151005,10.48366/r151005,FsF-F4-01M,0,2
581,http://orkg.org/orkg/resource/R151005,10.48366/r151005,FsF-A1-01M,0,1
582,http://orkg.org/orkg/resource/R151005,10.48366/r151005,FsF-I1-01M,0,2
583,http://orkg.org/orkg/resource/R151005,10.48366/r151005,FsF-I2-01M,0,1
584,http://orkg.org/orkg/resource/R151005,10.48366/r151005,FsF-I3-01M,0,1
585,http://orkg.org/orkg/resource/R151005,10.48366/r151005,FsF-R1-01MD,0,4
586,http://orkg.org/orkg/resource/R151005,10.48366/r151005,FsF-R1.1-01M,0,2
587,http://orkg.org/orkg/resource/R151005,10.48366/r151005,FsF-R1.2-01M,0,2
588,http://orkg.org/orkg/resource/R151005,10.48366/r151005,FsF-R1.3-01M,0,1
589,http://orkg.org/orkg/resource/R151005,10.48366/r151005,FsF-R1.3-02D,0,1
590,http://orkg.org/orkg/resource/R151005,10.48366/r151005,FsF-A1-03D,0,1
591,http://orkg.org/orkg/resource/R151005,10.48366/r151005,FsF-A1-02M,0,1
592,http://orkg.org/orkg/resource/R152727,10.48366/r152727,FsF-F1-01D,1,1
593,http://orkg.org/orkg/resource/R152727,10.48366/r152727,FsF-F1-02D,0,1
594,http://orkg.org/orkg/resource/R152727,10.48366/r152727,FsF-F2-01M,0,2
595,http://orkg.org/orkg/resource/R152727,10.48366/r152727,FsF-F3-01M,0,1
596,http://orkg.org/orkg/resource/R152727,10.48366/r152727,FsF-F4-01M,0,2
597,http://orkg.org/orkg/resource/R152727,10.48366/r152727,FsF-A1-01M,0,1
598,http://orkg.org/orkg/resource/R152727,10.48366/r152727,FsF-I1-01M,0,2
599,http://orkg.org/orkg/resource/R152727,10.48366/r152727,FsF-I2-01M,0,1
600,http://orkg.org/orkg/resource/R152727,10.48366/r152727,FsF-I3-01M,0,1
601,http://orkg.org/orkg/resource/R152727,10.48366/r152727,FsF-R1-01MD,0,4
602,http://orkg.org/orkg/resource/R152727,10.48366/r152727,FsF-R1.1-01M,0,2
603,http://orkg.org/orkg/resource/R152727,10.48366/r152727,FsF-R1.2-01M,0,2
604,http://orkg.org/orkg/resource/R152727,10.48366/r152727,FsF-R1.3-01M,0,1
